@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
37,0,266,221,0.546201,1,0.122112,1,0.877888,0.217647,0.578244,1.729373,0
37,0,265,222,0.544148,1,0.122517,1,0.877483,0.218289,0.576336,1.735099,0
37,0,264,223,0.542094,1,0.122924,1,0.877076,0.218935,0.574427,1.740864,0
37,0,263,224,0.540041,1,0.123333,1,0.876667,0.219585,0.572519,1.746667,0
37,0,262,225,0.537988,1,0.123746,1,0.876254,0.220238,0.570611,1.752508,0
37,0,261,226,0.535934,1,0.124161,1,0.875839,0.220896,0.568702,1.758389,0
37,0,259,228,0.531828,1,0.125,1,0.875,0.222222,0.564885,1.77027,0
37,0,258,229,0.529774,1,0.125424,1,0.874576,0.222892,0.562977,1.776271,0
37,0,257,230,0.527721,1,0.12585,1,0.87415,0.223565,0.561069,1.782313,0
37,0,256,231,0.525667,1,0.12628,1,0.87372,0.224242,0.55916,1.788396,0
37,0,255,232,0.523614,1,0.126712,1,0.873288,0.224924,0.557252,1.794521,0
37,0,254,233,0.521561,1,0.127148,1,0.872852,0.22561,0.555344,1.800687,0
37,0,253,234,0.519507,1,0.127586,1,0.872414,0.2263,0.553435,1.806897,0
37,0,252,235,0.517454,1,0.128028,1,0.871972,0.226994,0.551527,1.813149,0
37,0,251,236,0.5154,1,0.128472,1,0.871528,0.227692,0.549618,1.819444,0
37,0,250,237,0.513347,1,0.12892,1,0.87108,0.228395,0.54771,1.825784,0
37,0,249,238,0.511294,1,0.129371,1,0.870629,0.229102,0.545802,1.832168,0
37,0,248,239,0.50924,1,0.129825,1,0.870175,0.229814,0.543893,1.838596,0
37,0,247,240,0.507187,1,0.130282,1,0.869718,0.23053,0.541985,1.84507,0
37,0,246,241,0.505133,1,0.130742,1,0.869258,0.23125,0.540076,1.85159,0
37,0,245,242,0.50308,1,0.131206,1,0.868794,0.231975,0.538168,1.858156,0
37,0,244,243,0.501027,1,0.131673,1,0.868327,0.232704,0.53626,1.864769,0
37,0,243,244,0.498973,1,0.132143,1,0.867857,0.233438,0.534351,1.871429,0
37,0,242,245,0.49692,1,0.132616,1,0.867384,0.234177,0.532443,1.878136,0
37,0,241,246,0.494867,1,0.133094,1,0.866906,0.234921,0.530534,1.884892,0
37,0,240,247,0.492813,1,0.133574,1,0.866426,0.235669,0.528626,1.891697,0
37,0,239,248,0.49076,1,0.134058,1,0.865942,0.236422,0.526718,1.898551,0
37,0,238,249,0.488706,1,0.134545,1,0.865455,0.237179,0.524809,1.905455,0
37,0,237,250,0.486653,1,0.135036,1,0.864964,0.237942,0.522901,1.912409,0
37,0,236,251,0.4846,1,0.135531,1,0.864469,0.23871,0.520992,1.919414,0
37,0,235,252,0.482546,1,0.136029,1,0.863971,0.239482,0.519084,1.926471,0
37,0,234,253,0.480493,1,0.136531,1,0.863469,0.24026,0.517176,1.933579,0
37,0,233,254,0.478439,1,0.137037,1,0.862963,0.241042,0.515267,1.940741,0
37,0,232,255,0.476386,1,0.137546,1,0.862454,0.24183,0.513359,1.947955,0
37,0,231,256,0.474333,1,0.13806,1,0.86194,0.242623,0.51145,1.955224,0
37,0,230,257,0.472279,1,0.138577,1,0.861423,0.243421,0.509542,1.962547,0
37,0,229,258,0.470226,1,0.139098,1,0.860902,0.244224,0.507634,1.969925,0
37,0,228,259,0.468172,1,0.139623,1,0.860377,0.245033,0.505725,1.977358,0
37,0,227,260,0.466119,1,0.140152,1,0.859848,0.245847,0.503817,1.984848,0
37,0,226,261,0.464066,1,0.140684,1,0.859316,0.246667,0.501908,1.992395,0
37,0,225,262,0.462012,1,0.141221,1,0.858779,0.247492,0.5,2,0
37,0,224,263,0.459959,1,0.141762,1,0.858238,0.248322,0.498092,2.007663,0
37,0,223,264,0.457906,1,0.142308,1,0.857692,0.249158,0.496183,2.015385,0
37,0,222,265,0.455852,1,0.142857,1,0.857143,0.25,0.494275,2.023166,0
37,0,221,266,0.453799,1,0.143411,1,0.856589,0.250847,0.492366,2.031008,0
37,0,220,267,0.451745,1,0.143969,1,0.856031,0.251701,0.490458,2.038911,0
37,0,219,268,0.449692,1,0.144531,1,0.855469,0.25256,0.48855,2.046875,0
37,0,218,269,0.447639,1,0.145098,1,0.854902,0.253425,0.486641,2.054902,0
37,0,217,270,0.445585,1,0.145669,1,0.854331,0.254296,0.484733,2.062992,0
37,0,216,271,0.443532,1,0.146245,1,0.853755,0.255172,0.482824,2.071146,0
37,0,215,272,0.441478,1,0.146825,1,0.853175,0.256055,0.480916,2.079365,0
37,0,214,273,0.439425,1,0.14741,1,0.85259,0.256944,0.479008,2.087649,0
37,0,213,274,0.437372,1,0.148,1,0.852,0.25784,0.477099,2.096,0
37,0,212,275,0.435318,1,0.148594,1,0.851406,0.258741,0.475191,2.104418,0
37,0,211,276,0.433265,1,0.149194,1,0.850806,0.259649,0.473282,2.112903,0
37,0,210,277,0.431211,1,0.149798,1,0.850202,0.260563,0.471374,2.121457,0
37,0,209,278,0.429158,1,0.150407,1,0.849593,0.261484,0.469466,2.130081,0
37,0,208,279,0.427105,1,0.15102,1,0.84898,0.262411,0.467557,2.138776,0
37,0,207,280,0.425051,1,0.151639,1,0.848361,0.263345,0.465649,2.147541,0
37,0,206,281,0.422998,1,0.152263,1,0.847737,0.264286,0.46374,2.156379,0
37,0,205,282,0.420945,1,0.152893,1,0.847107,0.265233,0.461832,2.165289,0
37,0,204,283,0.418891,1,0.153527,1,0.846473,0.266187,0.459924,2.174274,0
37,0,203,284,0.416838,1,0.154167,1,0.845833,0.267148,0.458015,2.183333,0
37,0,202,285,0.414784,1,0.154812,1,0.845188,0.268116,0.456107,2.192469,0
37,0,201,286,0.412731,1,0.155462,1,0.844538,0.269091,0.454198,2.201681,0
37,0,200,287,0.410678,1,0.156118,1,0.843882,0.270073,0.45229,2.21097,0
37,0,199,288,0.408624,1,0.15678,1,0.84322,0.271062,0.450382,2.220339,0
37,0,198,289,0.406571,1,0.157447,1,0.842553,0.272059,0.448473,2.229787,0
37,0,197,290,0.404517,1,0.15812,1,0.84188,0.273063,0.446565,2.239316,0
37,0,196,291,0.402464,1,0.158798,1,0.841202,0.274074,0.444656,2.248927,0
37,0,195,292,0.400411,1,0.159483,1,0.840517,0.275093,0.442748,2.258621,0
37,0,194,293,0.398357,1,0.160173,1,0.839827,0.276119,0.44084,2.268398,0
37,0,193,294,0.396304,1,0.16087,1,0.83913,0.277154,0.438931,2.278261,0
37,0,192,295,0.394251,1,0.161572,1,0.838428,0.278195,0.437023,2.28821,0
37,0,191,296,0.392197,1,0.162281,1,0.837719,0.279245,0.435115,2.298246,0
37,0,190,297,0.390144,1,0.162996,1,0.837004,0.280303,0.433206,2.30837,0
37,0,189,298,0.38809,1,0.163717,1,0.836283,0.281369,0.431298,2.318584,0
37,0,188,299,0.386037,1,0.164444,1,0.835556,0.282443,0.429389,2.328889,0
37,0,187,300,0.383984,1,0.165179,1,0.834821,0.283525,0.427481,2.339286,0
