@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
44,1,344,135,0.718163,0.977778,0.113402,0.977778,0.886598,0.203233,0.740458,1.320504,0
44,1,343,136,0.716075,0.977778,0.113695,0.977778,0.886305,0.203704,0.73855,1.323916,0
44,1,342,137,0.713987,0.977778,0.11399,0.977778,0.88601,0.204176,0.736641,1.327346,0
44,1,341,138,0.7119,0.977778,0.114286,0.977778,0.885714,0.204651,0.734733,1.330794,0
44,1,340,139,0.709812,0.977778,0.114583,0.977778,0.885417,0.205128,0.732824,1.334259,0
44,1,339,140,0.707724,0.977778,0.114883,0.977778,0.885117,0.205607,0.730916,1.337743,0
44,1,338,141,0.705637,0.977778,0.115183,0.977778,0.884817,0.206089,0.729008,1.341245,0
44,1,337,142,0.703549,0.977778,0.115486,0.977778,0.884514,0.206573,0.727099,1.344765,0
44,1,336,143,0.701461,0.977778,0.115789,0.977778,0.884211,0.207059,0.725191,1.348304,0
44,1,335,144,0.699374,0.977778,0.116095,0.977778,0.883905,0.207547,0.723282,1.351862,0
44,1,334,145,0.697286,0.977778,0.116402,0.977778,0.883598,0.208038,0.721374,1.355438,0
44,1,333,146,0.695198,0.977778,0.116711,0.977778,0.883289,0.208531,0.719466,1.359033,0
44,1,332,147,0.693111,0.977778,0.117021,0.977778,0.882979,0.209026,0.717557,1.362648,0
44,1,331,148,0.691023,0.977778,0.117333,0.977778,0.882667,0.209524,0.715649,1.366281,0
44,1,330,149,0.688935,0.977778,0.117647,0.977778,0.882353,0.210024,0.71374,1.369935,0
44,1,329,150,0.686848,0.977778,0.117962,0.977778,0.882038,0.210526,0.711832,1.373607,0
44,1,328,151,0.68476,0.977778,0.11828,0.977778,0.88172,0.211031,0.709924,1.3773,0
44,1,327,152,0.682672,0.977778,0.118598,0.977778,0.881402,0.211538,0.708015,1.381012,0
44,1,326,153,0.680585,0.977778,0.118919,0.977778,0.881081,0.212048,0.706107,1.384745,0
44,1,325,154,0.678497,0.977778,0.119241,0.977778,0.880759,0.21256,0.704198,1.388497,0
44,1,324,155,0.676409,0.977778,0.119565,0.977778,0.880435,0.213075,0.70229,1.392271,0
44,1,323,156,0.674322,0.977778,0.119891,0.977778,0.880109,0.213592,0.700382,1.396064,0
44,1,322,157,0.672234,0.977778,0.120219,0.977778,0.879781,0.214112,0.698473,1.399879,0
44,1,321,158,0.670146,0.977778,0.120548,0.977778,0.879452,0.214634,0.696565,1.403714,0
44,1,320,159,0.668058,0.977778,0.120879,0.977778,0.879121,0.215159,0.694656,1.40757,0
44,1,319,160,0.665971,0.977778,0.121212,0.977778,0.878788,0.215686,0.692748,1.411448,0
44,1,318,161,0.663883,0.977778,0.121547,0.977778,0.878453,0.216216,0.69084,1.415347,0
44,1,317,162,0.661795,0.977778,0.121884,0.977778,0.878116,0.216749,0.688931,1.419267,0
44,1,316,163,0.659708,0.977778,0.122222,0.977778,0.877778,0.217284,0.687023,1.42321,0
44,1,315,164,0.65762,0.977778,0.122563,0.977778,0.877437,0.217822,0.685115,1.427174,0
44,1,314,165,0.655532,0.977778,0.122905,0.977778,0.877095,0.218362,0.683206,1.431161,0
44,1,313,166,0.653445,0.977778,0.123249,0.977778,0.876751,0.218905,0.681298,1.43517,0
44,1,312,167,0.651357,0.977778,0.123596,0.977778,0.876404,0.219451,0.679389,1.439201,0
44,1,311,168,0.649269,0.977778,0.123944,0.977778,0.876056,0.22,0.677481,1.443255,0
44,1,310,169,0.647182,0.977778,0.124294,0.977778,0.875706,0.220551,0.675573,1.447332,0
44,1,309,170,0.645094,0.977778,0.124646,0.977778,0.875354,0.221106,0.673664,1.451432,0
44,1,308,171,0.643006,0.977778,0.125,0.977778,0.875,0.221662,0.671756,1.455556,0
44,1,307,172,0.640919,0.977778,0.125356,0.977778,0.874644,0.222222,0.669847,1.459702,0
44,1,306,173,0.638831,0.977778,0.125714,0.977778,0.874286,0.222785,0.667939,1.463873,0
44,1,305,174,0.636743,0.977778,0.126074,0.977778,0.873926,0.22335,0.666031,1.468067,0
44,1,304,175,0.634656,0.977778,0.126437,0.977778,0.873563,0.223919,0.664122,1.472286,0
